Id	HS_gene_id	Gene	Description	HS	GG	NL	PT	HS_aa	PT_aa	GG_aa	NL_aa	overlap	AbsId	Subs	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs	%AbsId	%Subs	%HS_Subs	%PT_Subs	%GG_Subs	%NL_Subs	%#1#_Subs	%NoId
ENST00000316375	ENSG00000180878	C11orf42	chromosome 11 open reading frame 42 	ENST00000316375	ENSGGOT00000025302	ENSNLET00000022174	ENSPTRT00000006232	333	333	333	318	308	289	19	1	0	3	11	2	93.8311688311688	6.16883116883118	0.324675324675325	0	0.974025974025974	3.57142857142857	0.649350649350649	0
ENST00000316398	ENSG00000179071	CCDC89	coiled-coil domain containing 89 	ENST00000316398	ENSGGOT00000001839	ENSNLET00000024126	ENSPTRT00000055281	374	374	374	374	374	357	17	2	3	0	11	1	95.4545454545455	4.54545454545455	0.53475935828877	0.802139037433155	0	2.94117647058824	0.267379679144385	0
ENST00000316403	ENSG00000120885	CLU	clusterin 	ENST00000316403	ENSGGOT00000016986	ENSNLET00000021009	ENSPTRT00000037248	449	449	449	448	448	432	16	4	3	3	5	0	96.4285714285714	3.57142857142857	0.892857142857143	0.669642857142857	0.669642857142857	1.11607142857143	0	0
ENST00000316407	ENSG00000176542	USF3	upstream transcription factor family member 3 	ENST00000316407	ENSGGOT00000001012	ENSNLET00000005882	ENSPTRT00000058190	2245	2240	2237	2237	2237	2178	59	7	5	10	34	3	97.362539114886	2.637460885114	0.312919088064372	0.223513634331694	0.447027268663388	1.51989271345552	0.134108180599017	0
ENST00000316423	ENSG00000109814	UGDH	UDP-glucose 6-dehydrogenase 	ENST00000316423	ENSGGOT00000050085	ENSNLET00000058359	ENSPTRT00000029837	494	494	494	494	494	492	2	0	0	1	1	0	99.5951417004049	0.404858299595148	0	0	0.202429149797571	0.202429149797571	0	0
ENST00000316425	ENSG00000179029	TMEM107	transmembrane protein 107 	ENST00000316425	ENSGGOT00000057494	ENSNLET00000046092	ENSPTRT00000016076	146	146	140	128	121	118	3	0	0	1	2	0	97.5206611570248	2.47933884297521	0	0	0.826446280991735	1.65289256198347	0	0
ENST00000316428	ENSG00000114248	LRRC31	leucine rich repeat containing 31 	ENST00000316428	ENSGGOT00000065178	ENSNLET00000006546	ENSPTRT00000111095	552	552	496	552	496	475	21	3	1	1	16	0	95.7661290322581	4.23387096774194	0.604838709677419	0.201612903225806	0.201612903225806	3.2258064516129	0	0
ENST00000316436	ENSG00000179564	LSMEM2	leucine rich single-pass membrane protein 2 	ENST00000316436	ENSGGOT00000007095	ENSNLET00000008909	ENSPTRT00000027980	164	164	164	115	115	107	8	1	0	2	5	0	93.0434782608696	6.95652173913044	0.869565217391304	0	1.73913043478261	4.34782608695652	0	0
ENST00000316448	ENSG00000179218	CALR	calreticulin 	ENST00000316448	ENSGGOT00000016183	ENSNLET00000016532	ENSPTRT00000019457	417	414	417	417	414	410	4	0	1	2	1	0	99.0338164251208	0.966183574879224	0	0.241545893719807	0.483091787439613	0.241545893719807	0	0
ENST00000316461	ENSG00000162222	TTC9C	tetratricopeptide repeat domain 9C 	ENST00000316461	ENSGGOT00000026403	ENSNLET00000060315	ENSPTRT00000044555	171	171	171	170	136	134	2	0	0	0	2	0	98.5294117647059	1.47058823529412	0	0	0	1.47058823529412	0	0
ENST00000316470	ENSG00000143994	ABHD1	abhydrolase domain containing 1 	ENST00000316470	ENSGGOT00000002615	ENSNLET00000003690	ENSPTRT00000021887	405	405	404	393	351	328	23	3	4	4	11	0	93.4472934472935	6.55270655270655	0.854700854700855	1.13960113960114	1.13960113960114	3.13390313390313	0	0
ENST00000316519	ENSG00000081760	AACS	acetoacetyl-CoA synthetase 	ENST00000316519	ENSGGOT00000001026	ENSNLET00000003428	ENSPTRT00000097884	672	672	633	672	613	598	15	1	1	3	9	1	97.5530179445351	2.44698205546493	0.163132137030995	0.163132137030995	0.489396411092985	1.46818923327896	0.163132137030995	0
ENST00000316549	ENSG00000181804	SLC9A9	solute carrier family 9 member A9 	ENST00000316549	ENSGGOT00000041020	ENSNLET00000006396	ENSPTRT00000028901	645	645	645	645	645	636	9	0	1	1	7	0	98.6046511627907	1.3953488372093	0	0.155038759689922	0.155038759689922	1.08527131782946	0	0
ENST00000316554	ENSG00000177875	CCDC184	coiled-coil domain containing 184 	ENST00000316554	ENSGGOT00000025602	ENSNLET00000024300	ENSPTRT00000057343	194	194	194	194	194	188	6	1	0	1	4	0	96.9072164948454	3.09278350515464	0.515463917525773	0	0.515463917525773	2.06185567010309	0	0
ENST00000316562	ENSG00000125779	PANK2	pantothenate kinase 2 	ENST00000316562	ENSGGOT00000032755	ENSNLET00000009774	ENSPTRT00000047902	570	570	505	520	381	377	4	0	1	0	3	0	98.9501312335958	1.0498687664042	0	0.26246719160105	0	0.78740157480315	0	0
ENST00000316586	ENSG00000115694	STK25	serine/threonine kinase 25 	ENST00000316586	ENSGGOT00000004290	ENSNLET00000017873	ENSPTRT00000045859	426	426	426	416	400	389	11	0	1	1	9	0	97.25	2.75	0	0.25	0.25	2.25	0	0
ENST00000316610	ENSG00000176055	MBLAC2	metallo-beta-lactamase domain containing 2 	ENST00000316610	ENSGGOT00000002860	ENSNLET00000017514	ENSPTRT00000031622	279	279	279	279	279	277	2	2	0	0	0	0	99.2831541218638	0.716845878136198	0.716845878136201	0	0	0	0	0
ENST00000316623	ENSG00000166147	FBN1	fibrillin 1 	ENST00000316623	ENSGGOT00000003331	ENSNLET00000048280	ENSPTRT00000107507	2871	2871	2871	2873	2821	2799	22	0	0	2	18	1	99.2201347040057	0.779865295994327	0	0	0.070896845090394	0.638071605813541	0.035448422545197	0
ENST00000316637	ENSG00000023892	DEF6	DEF6 guanine nucleotide exchange factor 	ENST00000316637	ENSGGOT00000023453	ENSNLET00000011025	ENSPTRT00000091573	631	631	631	617	617	611	6	3	0	0	3	0	99.0275526742301	0.972447325769849	0.486223662884927	0	0	0.486223662884927	0	0
ENST00000316694	ENSG00000176974	SHMT1	serine hydroxymethyltransferase 1 	ENST00000316694	ENSGGOT00000058965	ENSNLET00000017896	ENSPTRT00000081999	483	483	473	427	395	391	4	0	0	0	3	0	98.9873417721519	1.01265822784811	0	0	0	0.759493670886076	0	0
ENST00000316715	ENSG00000046653	GPM6B	glycoprotein M6B 	ENST00000316715	ENSGGOT00000043592	ENSNLET00000011812	ENSPTRT00000087358	328	305	305	305	279	279	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000316724	ENSG00000136717	BIN1	bridging integrator 1 	ENST00000316724	ENSGGOT00000016116	ENSNLET00000019914	ENSPTRT00000023060	593	597	593	582	543	540	3	0	0	1	2	0	99.4475138121547	0.552486187845304	0	0	0.184162062615101	0.368324125230203	0	0
ENST00000316737	ENSG00000130167	TSPAN16	tetraspanin 16 	ENST00000316737	ENSGGOT00000014480	ENSNLET00000034254	ENSPTRT00000089631	245	245	243	154	152	137	15	2	0	3	9	0	90.1315789473684	9.86842105263158	1.31578947368421	0	1.97368421052632	5.92105263157895	0	0
ENST00000316738	ENSG00000140025	EFCAB11	EF-hand calcium binding domain 11 	ENST00000316738	ENSGGOT00000004950	ENSNLET00000034216	ENSPTRT00000012164	163	163	164	163	163	158	5	0	0	2	3	0	96.9325153374233	3.06748466257669	0	0	1.22699386503067	1.84049079754601	0	0
ENST00000316752	ENSG00000162927	PUS10	pseudouridine synthase 10 	ENST00000316752	ENSGGOT00000026659	ENSNLET00000031837	ENSPTRT00000111299	529	529	513	529	475	467	8	2	0	1	5	0	98.3157894736842	1.68421052631579	0.421052631578947	0	0.210526315789474	1.05263157894737	0	0
ENST00000316754	ENSG00000126785	RHOJ	ras homolog family member J 	ENST00000316754	ENSGGOT00000007977	ENSNLET00000017906	ENSPTRT00000011761	214	214	214	215	184	183	1	0	0	1	0	0	99.4565217391304	0.543478260869563	0	0	0.543478260869565	0	0	0
ENST00000316757	ENSG00000011132	APBA3	amyloid beta precursor protein binding family A member 3 	ENST00000316757	ENSGGOT00000004659	ENSNLET00000003563	ENSPTRT00000018869	575	575	575	575	575	553	22	4	3	1	11	1	96.1739130434783	3.82608695652173	0.695652173913043	0.521739130434783	0.173913043478261	1.91304347826087	0.173913043478261	0
ENST00000316763	ENSG00000105053	VRK3	VRK serine/threonine kinase 3 	ENST00000316763	ENSGGOT00000029403	ENSNLET00000049884	ENSPTRT00000021074	474	474	474	474	474	454	20	2	6	0	10	0	95.7805907172996	4.21940928270043	0.421940928270042	1.26582278481013	0	2.10970464135021	0	0
ENST00000316788	ENSG00000177879	AP3S1	adaptor related protein complex 3 subunit sigma 1 	ENST00000316788	ENSGGOT00000030164	ENSNLET00000047746	ENSPTRT00000031765	193	193	193	193	193	192	1	0	0	1	0	0	99.4818652849741	0.518134715025909	0	0	0.518134715025907	0	0	0
ENST00000316793	ENSG00000180914	OXTR	oxytocin receptor 	ENST00000316793	ENSGGOT00000029747	ENSNLET00000052360	ENSPTRT00000027267	389	389	389	389	388	383	5	2	1	0	1	0	98.7113402061856	1.28865979381443	0.515463917525773	0.257731958762887	0	0.257731958762887	0	0
ENST00000316803	ENSG00000157782	CABP1	calcium binding protein 1 	ENST00000316803	ENSGGOT00000013212	ENSNLET00000053355	ENSPTRT00000088691	370	370	370	304	152	152	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000316824	ENSG00000180318	ALX1	ALX homeobox 1 	ENST00000316824	ENSGGOT00000000169	ENSNLET00000006846	ENSPTRT00000009698	326	326	326	326	326	325	1	0	0	0	1	0	99.6932515337423	0.306748466257673	0	0	0	0.306748466257669	0	0
ENST00000316836	ENSG00000176903	PNMA1	PNMA family member 1 	ENST00000316836	ENSGGOT00000006186	ENSNLET00000020459	ENSPTRT00000011959	353	353	353	347	345	339	6	0	0	0	6	0	98.2608695652174	1.73913043478261	0	0	0	1.73913043478261	0	0
ENST00000316843	ENSG00000131899	LLGL1	LLGL scribble cell polarity complex component 1 	ENST00000316843	ENSGGOT00000003083	ENSNLET00000031893	ENSPTRT00000047151	1064	1064	1064	968	918	902	16	3	1	2	10	0	98.2570806100218	1.74291938997821	0.326797385620915	0.108932461873638	0.217864923747277	1.08932461873638	0	0
ENST00000316881	ENSG00000121060	TRIM25	tripartite motif containing 25 	ENST00000316881	ENSGGOT00000011835	ENSNLET00000054370	ENSPTRT00000017303	630	630	630	630	630	602	28	3	2	2	17	0	95.5555555555556	4.44444444444444	0.476190476190476	0.317460317460317	0.317460317460317	2.6984126984127	0	0
ENST00000316891	ENSG00000043514	TRIT1	tRNA isopentenyltransferase 1 	ENST00000316891	ENSGGOT00000010112	ENSNLET00000015376	ENSPTRT00000001115	467	467	467	467	467	460	7	0	0	1	5	0	98.5010706638116	1.49892933618844	0	0	0.214132762312634	1.07066381156317	0	0
ENST00000316902	ENSG00000092068	SLC7A8	solute carrier family 7 member 8 	ENST00000316902	ENSGGOT00000007460	ENSNLET00000019128	ENSPTRT00000090577	535	535	535	540	527	524	3	0	0	0	3	0	99.4307400379507	0.56925996204933	0	0	0	0.569259962049336	0	0
ENST00000316937	ENSG00000146826	C7orf43	microtubule associated protein 11 	ENST00000316937	ENSGGOT00000030198	ENSNLET00000014744	ENSPTRT00000036060	580	580	531	495	434	427	7	0	1	1	4	1	98.3870967741936	1.61290322580645	0	0.230414746543779	0.230414746543779	0.921658986175115	0.230414746543779	0
ENST00000316939	ENSG00000179271	GADD45GIP1	GADD45G interacting protein 1 	ENST00000316939	ENSGGOT00000028869	ENSNLET00000016543	ENSPTRT00000019459	222	222	222	208	196	184	12	0	2	1	8	0	93.8775510204082	6.12244897959184	0	1.02040816326531	0.510204081632653	4.08163265306122	0	0
ENST00000316981	ENSG00000181690	PLAG1	PLAG1 zinc finger 	ENST00000316981	ENSGGOT00000027978	ENSNLET00000056233	ENSPTRT00000088590	500	500	500	500	500	500	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000316997	ENSG00000177483	RBM44	RNA binding motif protein 44 	ENST00000316997	ENSGGOT00000012295	ENSNLET00000014201	ENSPTRT00000078098	1052	1052	1052	1059	1050	990	60	16	6	7	25	0	94.2857142857143	5.71428571428571	1.52380952380952	0.571428571428571	0.666666666666667	2.38095238095238	0	0
ENST00000317011	ENSG00000176302	FOXR1	forkhead box R1 	ENST00000317011	ENSGGOT00000001184	ENSNLET00000009421	ENSPTRT00000008092	292	292	292	336	272	262	10	1	0	0	9	0	96.3235294117647	3.67647058823529	0.367647058823529	0	0	3.30882352941176	0	0
ENST00000317012	ENSG00000177494	ZBED2	zinc finger BED-type containing 2 	ENST00000317012	ENSGGOT00000045138	ENSNLET00000041921	ENSPTRT00000090255	218	218	218	216	215	206	9	1	2	1	5	0	95.8139534883721	4.18604651162791	0.465116279069767	0.930232558139535	0.465116279069767	2.32558139534884	0	0
ENST00000317025	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3 	ENST00000317025	ENSGGOT00000031112	ENSNLET00000015689	ENSPTRT00000045036	1437	1437	1437	1436	1425	1413	12	2	1	2	6	0	99.1578947368421	0.84210526315789	0.140350877192982	0.070175438596491	0.140350877192982	0.421052631578947	0	0
ENST00000317060	ENSG00000179284	DAND5	DAN domain BMP antagonist family member 5 	ENST00000317060	ENSGGOT00000059396	ENSNLET00000016545	ENSPTRT00000019460	189	189	189	189	189	176	13	2	0	3	7	1	93.1216931216931	6.87830687830687	1.05820105820106	0	1.58730158730159	3.7037037037037	0.529100529100529	0
ENST00000317089	ENSG00000069345	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2 	ENST00000317089	ENSGGOT00000030571	ENSNLET00000020036	ENSPTRT00000014908	412	412	412	412	412	412	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000317135	ENSG00000130224	LRCH2	leucine rich repeats and calponin homology domain containing 2 	ENST00000317135	ENSGGOT00000001933	ENSNLET00000018730	ENSPTRT00000041370	765	765	765	764	764	754	10	2	0	4	4	0	98.6910994764398	1.30890052356021	0.261780104712042	0	0.523560209424084	0.523560209424084	0	0
ENST00000317147	ENSG00000125107	CNOT1	CCR4-NOT transcription complex subunit 1 	ENST00000317147	ENSGGOT00000009608	ENSNLET00000004822	ENSPTRT00000015088	2376	2383	2376	2375	2375	2373	2	0	0	1	1	0	99.9157894736842	0.084210526315786	0	0	0.042105263157895	0.042105263157895	0	0
ENST00000317173	ENSG00000175806	MSRA	methionine sulfoxide reductase A 	ENST00000317173	ENSGGOT00000008254	ENSNLET00000038161	ENSPTRT00000105747	235	236	212	235	212	203	9	1	1	1	5	0	95.7547169811321	4.24528301886792	0.471698113207547	0.471698113207547	0.471698113207547	2.35849056603774	0	0
ENST00000317216	ENSG00000179388	EGR3	early growth response 3 	ENST00000317216	ENSGGOT00000002442	ENSNLET00000020156	ENSPTRT00000037189	387	387	349	387	336	336	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000317243	ENSG00000172006	ZNF554	zinc finger protein 554 	ENST00000317243	ENSGGOT00000027718	ENSNLET00000003101	ENSPTRT00000018814	538	538	538	497	490	461	29	3	3	0	21	0	94.0816326530612	5.91836734693878	0.612244897959184	0.612244897959184	0	4.28571428571429	0	0
ENST00000317276	ENSG00000179094	PER1	period circadian regulator 1 	ENST00000317276	ENSGGOT00000005799	ENSNLET00000012643	ENSPTRT00000101788	1290	1290	1290	1268	1262	1235	27	3	0	4	20	0	97.8605388272583	2.13946117274168	0.237717908082409	0	0.316957210776545	1.58478605388273	0	0
ENST00000317310	ENSG00000161649	CD300LG	CD300 molecule like family member g 	ENST00000317310	ENSGGOT00000009064	ENSNLET00000053040	ENSPTRT00000059844	332	332	332	332	328	300	28	4	0	8	13	1	91.4634146341463	8.53658536585365	1.21951219512195	0	2.4390243902439	3.96341463414634	0.304878048780488	0
ENST00000317338	ENSG00000063015	SEZ6	seizure related 6 homolog 	ENST00000317338	ENSGGOT00000012407	ENSNLET00000004095	ENSPTRT00000016493	994	994	994	996	913	893	20	2	3	6	7	1	97.8094194961665	2.19058050383352	0.219058050383352	0.328587075575027	0.657174151150055	0.766703176341731	0.109529025191676	0
ENST00000317357	ENSG00000112320	SOBP	sine oculis binding protein homolog 	ENST00000317357	ENSGGOT00000015336	ENSNLET00000017189	ENSPTRT00000034126	873	873	767	873	767	763	4	1	1	0	2	0	99.4784876140808	0.521512385919166	0.130378096479791	0.130378096479791	0	0.260756192959583	0	0
ENST00000317361	ENSG00000015475	BID	BH3 interacting domain death agonist 	ENST00000317361	ENSGGOT00000010601	ENSNLET00000038695	ENSPTRT00000026222	241	241	195	214	195	192	3	0	0	0	2	1	98.4615384615385	1.53846153846153	0	0	0	1.02564102564103	0.512820512820513	0
ENST00000317402	ENSG00000178295	GEN1	GEN1 Holliday junction 5' flap endonuclease 	ENST00000317402	ENSGGOT00000046331	ENSNLET00000055327	ENSPTRT00000021760	908	908	908	907	907	869	38	2	3	5	22	4	95.8103638368247	4.18963616317531	0.220507166482911	0.330760749724366	0.551267916207277	2.42557883131202	0.441014332965821	0
ENST00000317447	ENSG00000176715	ACSF3	acyl-CoA synthetase family member 3 	ENST00000317447	ENSGGOT00000016838	ENSNLET00000020000	ENSPTRT00000101482	576	576	566	532	457	430	27	3	4	1	16	0	94.0919037199125	5.90809628008753	0.656455142231947	0.87527352297593	0.218818380743982	3.50109409190372	0	0
ENST00000317502	ENSG00000148824	MTG1	mitochondrial ribosome associated GTPase 1 	ENST00000317502	ENSGGOT00000031805	ENSNLET00000003139	ENSPTRT00000005894	334	300	334	334	248	236	12	1	5	1	5	0	95.1612903225806	4.83870967741936	0.403225806451613	2.01612903225806	0.403225806451613	2.01612903225806	0	0
ENST00000317534	ENSG00000062582	MRPS24	mitochondrial ribosomal protein S24 	ENST00000317534	ENSGGOT00000005716	ENSNLET00000045976	ENSPTRT00000035340	167	167	167	167	167	163	4	1	1	1	1	0	97.6047904191617	2.39520958083833	0.598802395209581	0.598802395209581	0.598802395209581	0.598802395209581	0	0
ENST00000317551	ENSG00000139624	CERS5	ceramide synthase 5 	ENST00000317551	ENSGGOT00000009181	ENSNLET00000022712	ENSPTRT00000009107	392	391	392	288	280	275	5	2	0	0	2	0	98.2142857142857	1.78571428571429	0.714285714285714	0	0	0.714285714285714	0	0
ENST00000317568	ENSG00000126391	FRMD8	FERM domain containing 8 	ENST00000317568	ENSGGOT00000014828	ENSNLET00000007109	ENSPTRT00000092025	464	464	464	384	307	299	8	0	0	2	6	0	97.3941368078176	2.60586319218241	0	0	0.651465798045603	1.95439739413681	0	0
ENST00000317571	ENSG00000168234	TTC39C	tetratricopeptide repeat domain 39C 	ENST00000317571	ENSGGOT00000058824	ENSNLET00000008456	ENSPTRT00000081249	583	584	581	564	542	541	1	0	1	0	0	0	99.8154981549816	0.184501845018445	0	0.18450184501845	0	0	0	0
ENST00000317578	ENSG00000177045	SIX5	SIX homeobox 5 	ENST00000317578	ENSGGOT00000022282	ENSNLET00000002892	ENSPTRT00000020755	739	738	738	664	530	511	19	2	0	3	11	2	96.4150943396226	3.58490566037736	0.377358490566038	0	0.566037735849057	2.07547169811321	0.377358490566038	0
ENST00000317605	ENSG00000181541	MAB21L2	mab-21 like 2 	ENST00000317605	ENSGGOT00000014137	ENSNLET00000023684	ENSPTRT00000072253	359	359	359	359	359	359	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000317615	ENSG00000128789	PSMG2	proteasome assembly chaperone 2 	ENST00000317615	ENSGGOT00000010104	ENSNLET00000011588	ENSPTRT00000018152	264	264	264	264	264	258	6	2	1	0	3	0	97.7272727272727	2.27272727272727	0.757575757575758	0.378787878787879	0	1.13636363636364	0	0
ENST00000317620	ENSG00000155066	PROM2	prominin 2 	ENST00000317620	ENSGGOT00000006513	ENSNLET00000000005	ENSPTRT00000022685	834	834	834	808	721	685	36	4	2	7	18	3	95.0069348127601	4.99306518723995	0.554785020804438	0.277392510402219	0.970873786407767	2.49653259361997	0.416088765603329	0
ENST00000317658	ENSG00000177938	CAPZA3	capping actin protein of muscle Z-line subunit alpha 3 	ENST00000317658	ENSGGOT00000017050	ENSNLET00000023553	ENSPTRT00000008764	299	299	299	299	299	288	11	1	0	3	6	1	96.3210702341137	3.67892976588628	0.334448160535117	0	1.00334448160535	2.0066889632107	0.334448160535117	0
ENST00000317697	ENSG00000177981	ASB8	ankyrin repeat and SOCS box containing 8 	ENST00000317697	ENSGGOT00000048735	ENSNLET00000022824	ENSPTRT00000009025	288	288	296	288	288	287	1	0	1	0	0	0	99.6527777777778	0.347222222222229	0	0.347222222222222	0	0	0	0
ENST00000317716	ENSG00000128536	CDHR3	cadherin related family member 3 	ENST00000317716	ENSGGOT00000040984	ENSNLET00000011381	ENSPTRT00000036253	885	885	885	885	881	833	48	6	4	7	28	2	94.5516458569807	5.4483541430193	0.681044267877412	0.454029511918275	0.794551645856981	3.17820658342792	0.227014755959137	0
ENST00000317734	ENSG00000080189	SLC35C2	solute carrier family 35 member C2 	ENST00000317734	ENSGGOT00000014102	ENSNLET00000008774	ENSPTRT00000082104	394	394	394	365	360	355	5	0	0	3	2	0	98.6111111111111	1.38888888888889	0	0	0.833333333333333	0.555555555555556	0	0
ENST00000317735	ENSG00000180245	RRH	retinal pigment epithelium-derived rhodopsin homolog 	ENST00000317735	ENSGGOT00000028784	ENSNLET00000021107	ENSPTRT00000030444	337	337	337	337	336	332	4	0	0	2	2	0	98.8095238095238	1.19047619047619	0	0	0.595238095238095	0.595238095238095	0	0
ENST00000317757	ENSG00000196083	IL1RAP	interleukin 1 receptor accessory protein 	ENST00000317757	ENSGGOT00000012099	ENSNLET00000040204	ENSPTRT00000106910	687	687	687	687	687	683	4	0	0	2	2	0	99.4177583697234	0.58224163027657	0	0	0.291120815138282	0.291120815138282	0	0
ENST00000317799	ENSG00000138029	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta 	ENST00000317799	ENSGGOT00000023857	ENSNLET00000002607	ENSPTRT00000021854	474	475	475	475	473	467	6	0	0	3	3	0	98.7315010570825	1.26849894291755	0	0	0.634249471458774	0.634249471458774	0	0
ENST00000317811	ENSG00000179431	FJX1	four-jointed box kinase 1 	ENST00000317811	ENSGGOT00000033059	ENSNLET00000023209	ENSPTRT00000074529	437	437	437	437	437	426	11	2	2	2	5	0	97.4828375286041	2.51716247139588	0.45766590389016	0.45766590389016	0.45766590389016	1.1441647597254	0	0
ENST00000317827	ENSG00000147526	TACC1	transforming acidic coiled-coil containing protein 1 	ENST00000317827	ENSGGOT00000011126	ENSNLET00000015738	ENSPTRT00000037381	805	806	781	806	759	733	26	1	2	6	16	1	96.5744400527009	3.42555994729908	0.131752305665349	0.263504611330698	0.790513833992095	2.10803689064559	0.131752305665349	0
